"","ny_grk","gammel_grk","fra_aar","til_aar"
"162","03012000","03012003","2020-01-01","2025-01-01"
"163","03012000","03012004","2020-01-01","2025-01-01"
"164","03012000","03012005","2020-01-01","2025-01-01"
"165","03012000","03012006","2020-01-01","2025-01-01"
"166","03012000","03012007","2020-01-01","2025-01-01"
"167","03012000","03012008","2020-01-01","2025-01-01"
"168","03012000","03012009","2020-01-01","2025-01-01"
"169","03012000","03012010","2020-01-01","2025-01-01"
"170","03012000","03012011","2020-01-01","2025-01-01"
"171","03012000","03012012","2020-01-01","2025-01-01"
"172",NA,"03012100","2020-01-01","2025-01-01"
"173","03012100","03012101","2020-01-01","2025-01-01"
"174","03012100","03012102","2020-01-01","2025-01-01"
"175","03012100","03012103","2020-01-01","2025-01-01"
"176","03012100","03012104","2020-01-01","2025-01-01"
"177","03012100","03012105","2020-01-01","2025-01-01"
"178","03012100","03012106","2020-01-01","2025-01-01"
"179","03012100","03012107","2020-01-01","2025-01-01"
"180","03012100","03012108","2020-01-01","2025-01-01"
"181","03012100","03012109","2020-01-01","2025-01-01"
"182",NA,"03012200","2020-01-01","2025-01-01"
"183","03012200","03012201","2020-01-01","2025-01-01"
"184","03012200","03012202","2020-01-01","2025-01-01"
"185","03012200","03012203","2020-01-01","2025-01-01"
"186","03012200","03012204","2020-01-01","2025-01-01"
"187","03012200","03012205","2020-01-01","2025-01-01"
"188","03012200","03012206","2020-01-01","2025-01-01"
"189","03012200","03012207","2020-01-01","2025-01-01"
"190","03012200","03012208","2020-01-01","2025-01-01"
"191","03012200","03012209","2020-01-01","2025-01-01"
"192",NA,"03012300","2020-01-01","2025-01-01"
"193","03012300","03012301","2020-01-01","2025-01-01"
"194","03012300","03012302","2020-01-01","2025-01-01"
"195","03012300","03012303","2020-01-01","2025-01-01"
"196","03012300","03012304","2020-01-01","2025-01-01"
"197","03012300","03012305","2020-01-01","2025-01-01"
"198","03012300","03012306","2020-01-01","2025-01-01"
"199","03012300","03012307","2020-01-01","2025-01-01"
"200","03012300","03012308","2020-01-01","2025-01-01"
"201","03012300","03012309","2020-01-01","2025-01-01"
"202","03012300","03012310","2020-01-01","2025-01-01"
"203","03012300","03012311","2020-01-01","2025-01-01"
"204","03012300","03012312","2020-01-01","2025-01-01"
"205","03012300","03012313","2020-01-01","2025-01-01"
"206",NA,"03012400","2020-01-01","2025-01-01"
"207","03012400","03012401","2020-01-01","2025-01-01"
"208","03012400","03012402","2020-01-01","2025-01-01"
"209","03012400","03012403","2020-01-01","2025-01-01"
"210","03012400","03012404","2020-01-01","2025-01-01"
"211","03012400","03012405","2020-01-01","2025-01-01"
"212","03012400","03012406","2020-01-01","2025-01-01"
"213","03012400","03012407","2020-01-01","2025-01-01"
"214","03012400","03012408","2020-01-01","2025-01-01"
"215","03012400","03012409","2020-01-01","2025-01-01"
"216","03012400","03012410","2020-01-01","2025-01-01"
"217",NA,"03012500","2020-01-01","2025-01-01"
"218","03012500","03012502","2020-01-01","2025-01-01"
"219","03012500","03012503","2020-01-01","2025-01-01"
"220","03012500","03012504","2020-01-01","2025-01-01"
"221","03012500","03012505","2020-01-01","2025-01-01"
"222","03012500","03012506","2020-01-01","2025-01-01"
"223","03012500","03012507","2020-01-01","2025-01-01"
"224","03012500","03012508","2020-01-01","2025-01-01"
"225","03012500","03012509","2020-01-01","2025-01-01"
"226",NA,"03012600","2020-01-01","2025-01-01"
"227","03012600","03012601","2020-01-01","2025-01-01"
"228","03012600","03012602","2020-01-01","2025-01-01"
"229","03012600","03012603","2020-01-01","2025-01-01"
"230","03012600","03012604","2020-01-01","2025-01-01"
"231","03012600","03012605","2020-01-01","2025-01-01"
"232","03012600","03012606","2020-01-01","2025-01-01"
"233","03012600","03012607","2020-01-01","2025-01-01"
"234","03012600","03012608","2020-01-01","2025-01-01"
"235","03012600","03012609","2020-01-01","2025-01-01"
"236","03012600","03012610","2020-01-01","2025-01-01"
"237",NA,"03012700","2020-01-01","2025-01-01"
"238","03012700","03012701","2020-01-01","2025-01-01"
"239","03012700","03012702","2020-01-01","2025-01-01"
"240","03012700","03012703","2020-01-01","2025-01-01"
"241","03012700","03012704","2020-01-01","2025-01-01"
"242","03012700","03012705","2020-01-01","2025-01-01"
"243","03012700","03012706","2020-01-01","2025-01-01"
"244",NA,"03012800","2020-01-01","2025-01-01"
"245","03012800","03012801","2020-01-01","2025-01-01"
"246","03012800","03012802","2020-01-01","2025-01-01"
"247","03012800","03012803","2020-01-01","2025-01-01"
"248","03012800","03012804","2020-01-01","2025-01-01"
"249","03012800","03012805","2020-01-01","2025-01-01"
"250",NA,"03012900","2020-01-01","2025-01-01"
"251","03012900","03012902","2020-01-01","2025-01-01"
"252","03012900","03012903","2020-01-01","2025-01-01"
"253",NA,"03013000","2020-01-01","2025-01-01"
"254","03013000","03013001","2020-01-01","2025-01-01"
"255","03013000","03013002","2020-01-01","2025-01-01"
"256","03013000","03013003","2020-01-01","2025-01-01"
"257","03013000","03013004","2020-01-01","2025-01-01"
"258","03013000","03013005","2020-01-01","2025-01-01"
"259","03013000","03013006","2020-01-01","2025-01-01"
"260","03013000","03013007","2020-01-01","2025-01-01"
"261","03013000","03013008","2020-01-01","2025-01-01"
"262","03013000","03013009","2020-01-01","2025-01-01"
"263","03013000","03013010","2020-01-01","2025-01-01"
"264","03013000","03013011","2020-01-01","2025-01-01"
"265","03013000","03013012","2020-01-01","2025-01-01"
"266",NA,"03013100","2020-01-01","2025-01-01"
"267","03013100","03013101","2020-01-01","2025-01-01"
"268","03013100","03013102","2020-01-01","2025-01-01"
"269","03013100","03013104","2020-01-01","2025-01-01"
"270","03013100","03013105","2020-01-01","2025-01-01"
"271","03013100","03013106","2020-01-01","2025-01-01"
"272","03013100","03013107","2020-01-01","2025-01-01"
"273","03013100","03013108","2020-01-01","2025-01-01"
"274","03013100","03013109","2020-01-01","2025-01-01"
"275",NA,"03013200","2020-01-01","2025-01-01"
"276","03013200","03013201","2020-01-01","2025-01-01"
"277","03013200","03013202","2020-01-01","2025-01-01"
"278","03013200","03013203","2020-01-01","2025-01-01"
"279","03013200","03013204","2020-01-01","2025-01-01"
"280","03013200","03013205","2020-01-01","2025-01-01"
"281","03013200","03013206","2020-01-01","2025-01-01"
"282","03013200","03013207","2020-01-01","2025-01-01"
"283","03013200","03013208","2020-01-01","2025-01-01"
"284","03013200","03013209","2020-01-01","2025-01-01"
"285","03013200","03013210","2020-01-01","2025-01-01"
"286","03013200","03013211","2020-01-01","2025-01-01"
"287","03013200","03013212","2020-01-01","2025-01-01"
"288","03013200","03013213","2020-01-01","2025-01-01"
"289","03013200","03013214","2020-01-01","2025-01-01"
"290","03013200","03013215","2020-01-01","2025-01-01"
"291",NA,"03013300","2020-01-01","2025-01-01"
"292","03013300","03013301","2020-01-01","2025-01-01"
"293","03013300","03013302","2020-01-01","2025-01-01"
"294","03013300","03013303","2020-01-01","2025-01-01"
"295","03013300","03013304","2020-01-01","2025-01-01"
"296","03013300","03013305","2020-01-01","2025-01-01"
"297","03013300","03013306","2020-01-01","2025-01-01"
"298","03013300","03013307","2020-01-01","2025-01-01"
"299","03013300","03013308","2020-01-01","2025-01-01"
"300","03013300","03013311","2020-01-01","2025-01-01"
"301","03013300","03013312","2020-01-01","2025-01-01"
"302","03013300","03013313","2020-01-01","2025-01-01"
"303","03013300","03013314","2020-01-01","2025-01-01"
"304","03013300","03013315","2020-01-01","2025-01-01"
"305","03013300","03013316","2020-01-01","2025-01-01"
"306","03013300","03013318","2020-01-01","2025-01-01"
"307","03013300","03013319","2020-01-01","2025-01-01"
"308","03013300","03013320","2020-01-01","2025-01-01"
"309","03013300","03013321","2020-01-01","2025-01-01"
"310","03013300","03013322","2020-01-01","2025-01-01"
"311","03013300","03013323","2020-01-01","2025-01-01"
"312","03013300","03013324","2020-01-01","2025-01-01"
"313","03013300","03013325","2020-01-01","2025-01-01"
"314",NA,"03013400","2020-01-01","2025-01-01"
"315","03013400","03013401","2020-01-01","2025-01-01"
"316","03013400","03013402","2020-01-01","2025-01-01"
"317","03013400","03013403","2020-01-01","2025-01-01"
"318","03013400","03013404","2020-01-01","2025-01-01"
"319","03013400","03013405","2020-01-01","2025-01-01"
"320","03013400","03013406","2020-01-01","2025-01-01"
"321","03013400","03013407","2020-01-01","2025-01-01"
"322","03013400","03013409","2020-01-01","2025-01-01"
"323","03013400","03013411","2020-01-01","2025-01-01"
"324","03013400","03013412","2020-01-01","2025-01-01"
"325","03013400","03013413","2020-01-01","2025-01-01"
"326","03013400","03013414","2020-01-01","2025-01-01"
"327","03013400","03013415","2020-01-01","2025-01-01"
"328","03013400","03013416","2020-01-01","2025-01-01"
"329","03013400","03013417","2020-01-01","2025-01-01"
"330","03013400","03013418","2020-01-01","2025-01-01"
"331","03013400","03013419","2020-01-01","2025-01-01"
"332","03013400","03013420","2020-01-01","2025-01-01"
"333","03013400","03013421","2020-01-01","2025-01-01"
"334","03013400","03013422","2020-01-01","2025-01-01"
"335","03013400","03013423","2020-01-01","2025-01-01"
"336",NA,"03013500","2020-01-01","2025-01-01"
"337","03013500","03013502","2020-01-01","2025-01-01"
"338","03013500","03013503","2020-01-01","2025-01-01"
"339","03013500","03013504","2020-01-01","2025-01-01"
"340","03013500","03013505","2020-01-01","2025-01-01"
"341","03013500","03013506","2020-01-01","2025-01-01"
"342","03013500","03013507","2020-01-01","2025-01-01"
"343","03013500","03013508","2020-01-01","2025-01-01"
"344","03013500","03013509","2020-01-01","2025-01-01"
"345","03013500","03013510","2020-01-01","2025-01-01"
"346","03013500","03013511","2020-01-01","2025-01-01"
"347","03013500","03013512","2020-01-01","2025-01-01"
"348","03013500","03013513","2020-01-01","2025-01-01"
"349","03013500","03013514","2020-01-01","2025-01-01"
"350","03013500","03013515","2020-01-01","2025-01-01"
"351","03013500","03013516","2020-01-01","2025-01-01"
"352","03013500","03013517","2020-01-01","2025-01-01"
"353",NA,"03013600","2020-01-01","2025-01-01"
"354","03013600","03013601","2020-01-01","2025-01-01"
"355","03013600","03013602","2020-01-01","2025-01-01"
"356","03013600","03013603","2020-01-01","2025-01-01"
"357","03013600","03013604","2020-01-01","2025-01-01"
"358","03013600","03013605","2020-01-01","2025-01-01"
"359","03013600","03013607","2020-01-01","2025-01-01"
"360","03013600","03013609","2020-01-01","2025-01-01"
"361","03013600","03013610","2020-01-01","2025-01-01"
"362","03013600","03013611","2020-01-01","2025-01-01"
"363","03013600","03013612","2020-01-01","2025-01-01"
"364","03013600","03013613","2020-01-01","2025-01-01"
"365","03013600","03013614","2020-01-01","2025-01-01"
"366","03013600","03013616","2020-01-01","2025-01-01"
"367","03013600","03013617","2020-01-01","2025-01-01"
"368","03013600","03013618","2020-01-01","2025-01-01"
"369","03013600","03013619","2020-01-01","2025-01-01"
"370","03013600","03013620","2020-01-01","2025-01-01"
"371","03013600","03013621","2020-01-01","2025-01-01"
"372","03013600","03013622","2020-01-01","2025-01-01"
"373","03013600","03013623","2020-01-01","2025-01-01"
"374","03013600","03013624","2020-01-01","2025-01-01"
"375",NA,"03013700","2020-01-01","2025-01-01"
"376","03013700","03013701","2020-01-01","2025-01-01"
"377","03013700","03013702","2020-01-01","2025-01-01"
"378","03013700","03013703","2020-01-01","2025-01-01"
"379","03013700","03013704","2020-01-01","2025-01-01"
"380","03013700","03013705","2020-01-01","2025-01-01"
"381","03013700","03013706","2020-01-01","2025-01-01"
"382","03013700","03013707","2020-01-01","2025-01-01"
"383","03013700","03013708","2020-01-01","2025-01-01"
"384","03013700","03013709","2020-01-01","2025-01-01"
"385","03013700","03013710","2020-01-01","2025-01-01"
"386","03013700","03013711","2020-01-01","2025-01-01"
"387","03013700","03013712","2020-01-01","2025-01-01"
"388","03013700","03013713","2020-01-01","2025-01-01"
"389","03013700","03013714","2020-01-01","2025-01-01"
"390","03013700","03013715","2020-01-01","2025-01-01"
"391","03013700","03013716","2020-01-01","2025-01-01"
"392","03013700","03013717","2020-01-01","2025-01-01"
"393","03013700","03013718","2020-01-01","2025-01-01"
"394","03013700","03013719","2020-01-01","2025-01-01"
"395","03013700","03013720","2020-01-01","2025-01-01"
"396","03013700","03013721","2020-01-01","2025-01-01"
"397",NA,"03013800","2020-01-01","2025-01-01"
"398","03013800","03013801","2020-01-01","2025-01-01"
"399","03013800","03013802","2020-01-01","2025-01-01"
"400","03013800","03013803","2020-01-01","2025-01-01"
"401","03013800","03013804","2020-01-01","2025-01-01"
"402","03013800","03013805","2020-01-01","2025-01-01"
"403","03013800","03013806","2020-01-01","2025-01-01"
"404","03013800","03013807","2020-01-01","2025-01-01"
"405","03013800","03013808","2020-01-01","2025-01-01"
"406","03013800","03013809","2020-01-01","2025-01-01"
"407","03013800","03013810","2020-01-01","2025-01-01"
"408","03013800","03013811","2020-01-01","2025-01-01"
"409","03013800","03013812","2020-01-01","2025-01-01"
"410","03013800","03013813","2020-01-01","2025-01-01"
"411","03013800","03013814","2020-01-01","2025-01-01"
"412","03013800","03013815","2020-01-01","2025-01-01"
"413","03013800","03013816","2020-01-01","2025-01-01"
"414","03013800","03013817","2020-01-01","2025-01-01"
"415","03013800","03013818","2020-01-01","2025-01-01"
"416","03013800","03013819","2020-01-01","2025-01-01"
"417","03013800","03013820","2020-01-01","2025-01-01"
"418","03013800","03013821","2020-01-01","2025-01-01"
"419",NA,"03013900","2020-01-01","2025-01-01"
"420","03013900","03013901","2020-01-01","2025-01-01"
"421","03013900","03013902","2020-01-01","2025-01-01"
"422","03013900","03013903","2020-01-01","2025-01-01"
"423","03013900","03013904","2020-01-01","2025-01-01"
"424","03013900","03013905","2020-01-01","2025-01-01"
"425","03013900","03013906","2020-01-01","2025-01-01"
"426","03013900","03013907","2020-01-01","2025-01-01"
"427","03013900","03013908","2020-01-01","2025-01-01"
"428","03013900","03013909","2020-01-01","2025-01-01"
"429","03013900","03013910","2020-01-01","2025-01-01"
"430","03013900","03013911","2020-01-01","2025-01-01"
"431","03013900","03013912","2020-01-01","2025-01-01"
"432","03013900","03013913","2020-01-01","2025-01-01"
"433","03013900","03013914","2020-01-01","2025-01-01"
"434","03013900","03013915","2020-01-01","2025-01-01"
"435","03013900","03013916","2020-01-01","2025-01-01"
"436","03013900","03013917","2020-01-01","2025-01-01"
"437","03013900","03013918","2020-01-01","2025-01-01"
"438","03013900","03013919","2020-01-01","2025-01-01"
"439","03013900","03013920","2020-01-01","2025-01-01"
"440","03013900","03013921","2020-01-01","2025-01-01"
"441","03013900","03013922","2020-01-01","2025-01-01"
"442","03013900","03013923","2020-01-01","2025-01-01"
"443",NA,"03014000","2020-01-01","2025-01-01"
"444","03014000","03014001","2020-01-01","2025-01-01"
"445","03014000","03014002","2020-01-01","2025-01-01"
"446","03014000","03014003","2020-01-01","2025-01-01"
"447","03014000","03014004","2020-01-01","2025-01-01"
"448","03014000","03014005","2020-01-01","2025-01-01"
"449","03014000","03014006","2020-01-01","2025-01-01"
"450","03014000","03014007","2020-01-01","2025-01-01"
"451","03014000","03014008","2020-01-01","2025-01-01"
"452","03014000","03014009","2020-01-01","2025-01-01"
"453","03014000","03014010","2020-01-01","2025-01-01"
"454","03014000","03014011","2020-01-01","2025-01-01"
"455","03014000","03014012","2020-01-01","2025-01-01"
"456","03014000","03014013","2020-01-01","2025-01-01"
"457","03014000","03014014","2020-01-01","2025-01-01"
"458","03014000","03014015","2020-01-01","2025-01-01"
"459","03014000","03014016","2020-01-01","2025-01-01"
"460","03014000","03014017","2020-01-01","2025-01-01"
"461","03014000","03014018","2020-01-01","2025-01-01"
"462",NA,"03014100","2020-01-01","2025-01-01"
"463","03014100","03014101","2020-01-01","2025-01-01"
"464","03014100","03014102","2020-01-01","2025-01-01"
"465","03014100","03014103","2020-01-01","2025-01-01"
"466","03014100","03014104","2020-01-01","2025-01-01"
"467","03014100","03014105","2020-01-01","2025-01-01"
"468","03014100","03014107","2020-01-01","2025-01-01"
"469","03014100","03014108","2020-01-01","2025-01-01"
"470","03014100","03014109","2020-01-01","2025-01-01"
"471","03014100","03014111","2020-01-01","2025-01-01"
"472","03014100","03014112","2020-01-01","2025-01-01"
"473","03014100","03014113","2020-01-01","2025-01-01"
"474","03014100","03014114","2020-01-01","2025-01-01"
"475","03014100","03014115","2020-01-01","2025-01-01"
"476","03014100","03014116","2020-01-01","2025-01-01"
"477","03014100","03014117","2020-01-01","2025-01-01"
"478","03014100","03014118","2020-01-01","2025-01-01"
"479","03014100","03014119","2020-01-01","2025-01-01"
"480","03014100","03014120","2020-01-01","2025-01-01"
"481","03014100","03014121","2020-01-01","2025-01-01"
"482","03014100","03014122","2020-01-01","2025-01-01"
"483","03014100","03014123","2020-01-01","2025-01-01"
"484","03014100","03014124","2020-01-01","2025-01-01"
"485","03014100","03014125","2020-01-01","2025-01-01"
"486","03014100","03014126","2020-01-01","2025-01-01"
"487",NA,"03014200","2020-01-01","2025-01-01"
"488","03014200","03014202","2020-01-01","2025-01-01"
"489","03014200","03014203","2020-01-01","2025-01-01"
"490","03014200","03014204","2020-01-01","2025-01-01"
"491","03014200","03014205","2020-01-01","2025-01-01"
"492","03014200","03014206","2020-01-01","2025-01-01"
"493","03014200","03014207","2020-01-01","2025-01-01"
"494","03014200","03014208","2020-01-01","2025-01-01"
"495","03014200","03014209","2020-01-01","2025-01-01"
"496","03014200","03014210","2020-01-01","2025-01-01"
"497","03014200","03014211","2020-01-01","2025-01-01"
"498","03014200","03014212","2020-01-01","2025-01-01"
"499","03014200","03014213","2020-01-01","2025-01-01"
"500","03014200","03014214","2020-01-01","2025-01-01"
"501",NA,"03014300","2020-01-01","2025-01-01"
"502","03014300","03014301","2020-01-01","2025-01-01"
"503","03014300","03014304","2020-01-01","2025-01-01"
"504","03014300","03014306","2020-01-01","2025-01-01"
"505","03014300","03014307","2020-01-01","2025-01-01"
"506","03014300","03014308","2020-01-01","2025-01-01"
"507","03014300","03014309","2020-01-01","2025-01-01"
"508","03014300","03014310","2020-01-01","2025-01-01"
"509","03014300","03014311","2020-01-01","2025-01-01"
"510","03014300","03014312","2020-01-01","2025-01-01"
"511","03014300","03014313","2020-01-01","2025-01-01"
"512","03014300","03014314","2020-01-01","2025-01-01"
"513","03014300","03014315","2020-01-01","2025-01-01"
"514",NA,"03014400","2020-01-01","2025-01-01"
"515","03014400","03014401","2020-01-01","2025-01-01"
"516","03014400","03014402","2020-01-01","2025-01-01"
"517","03014400","03014403","2020-01-01","2025-01-01"
"518","03014400","03014405","2020-01-01","2025-01-01"
"519","03014400","03014406","2020-01-01","2025-01-01"
"520","03014400","03014407","2020-01-01","2025-01-01"
"521","03014400","03014408","2020-01-01","2025-01-01"
"522","03014400","03014409","2020-01-01","2025-01-01"
"523","03014400","03014410","2020-01-01","2025-01-01"
"524","03014400","03014411","2020-01-01","2025-01-01"
"525","03014400","03014412","2020-01-01","2025-01-01"
"526","03014400","03014413","2020-01-01","2025-01-01"
"527","03014400","03014414","2020-01-01","2025-01-01"
"528","03014400","03014415","2020-01-01","2025-01-01"
"529","03014400","03014416","2020-01-01","2025-01-01"
"530","03014400","03014417","2020-01-01","2025-01-01"
"531","03014400","03014418","2020-01-01","2025-01-01"
"532","03014400","03014419","2020-01-01","2025-01-01"
"533","03014400","03014420","2020-01-01","2025-01-01"
"534",NA,"03014500","2020-01-01","2025-01-01"
"535","03014500","03014501","2020-01-01","2025-01-01"
"536","03014500","03014502","2020-01-01","2025-01-01"
"537","03014500","03014503","2020-01-01","2025-01-01"
"538","03014500","03014504","2020-01-01","2025-01-01"
"539","03014500","03014505","2020-01-01","2025-01-01"
"540","03014500","03014506","2020-01-01","2025-01-01"
"541","03014500","03014507","2020-01-01","2025-01-01"
"542","03014500","03014508","2020-01-01","2025-01-01"
"543","03014500","03014509","2020-01-01","2025-01-01"
"544","03014500","03014510","2020-01-01","2025-01-01"
"545","03014500","03014511","2020-01-01","2025-01-01"
"546","03014500","03014512","2020-01-01","2025-01-01"
"547","03014500","03014513","2020-01-01","2025-01-01"
"548",NA,"03014600","2020-01-01","2025-01-01"
"549","03014600","03014601","2020-01-01","2025-01-01"
"550","03014600","03014602","2020-01-01","2025-01-01"
"551","03014600","03014603","2020-01-01","2025-01-01"
"552","03014600","03014604","2020-01-01","2025-01-01"
"553","03014600","03014605","2020-01-01","2025-01-01"
"554","03014600","03014606","2020-01-01","2025-01-01"
"555","03014600","03014607","2020-01-01","2025-01-01"
"556","03014600","03014608","2020-01-01","2025-01-01"
"557","03014600","03014609","2020-01-01","2025-01-01"
"558","03014600","03014610","2020-01-01","2025-01-01"
"559","03014600","03014611","2020-01-01","2025-01-01"
"560",NA,"03014700","2020-01-01","2025-01-01"
"561","03014700","03014701","2020-01-01","2025-01-01"
"562","03014700","03014702","2020-01-01","2025-01-01"
"563","03014700","03014703","2020-01-01","2025-01-01"
"564","03014700","03014704","2020-01-01","2025-01-01"
"565","03014700","03014705","2020-01-01","2025-01-01"
"566","03014700","03014706","2020-01-01","2025-01-01"
"567",NA,"03014800","2020-01-01","2025-01-01"
"568","03014800","03014801","2020-01-01","2025-01-01"
"569","03014800","03014802","2020-01-01","2025-01-01"
"570","03014800","03014803","2020-01-01","2025-01-01"
"571","03014800","03014804","2020-01-01","2025-01-01"
"572","03014800","03014805","2020-01-01","2025-01-01"
"573","03014800","03014806","2020-01-01","2025-01-01"
"574",NA,"03014900","2020-01-01","2025-01-01"
"575","03014900","03014901","2020-01-01","2025-01-01"
"576","03014900","03014902","2020-01-01","2025-01-01"
"577","03014900","03014903","2020-01-01","2025-01-01"
"578","03014900","03014904","2020-01-01","2025-01-01"
"579","03014900","03014905","2020-01-01","2025-01-01"
"580","03014900","03014906","2020-01-01","2025-01-01"
"581","03014900","03014907","2020-01-01","2025-01-01"
"582","03014900","03014908","2020-01-01","2025-01-01"
"583","03014900","03014909","2020-01-01","2025-01-01"
"584","03014900","03014910","2020-01-01","2025-01-01"
"585","03014900","03014911","2020-01-01","2025-01-01"
"586","03014900","03014912","2020-01-01","2025-01-01"
"587",NA,"03015000","2020-01-01","2025-01-01"
"588","03015000","03015001","2020-01-01","2025-01-01"
"589","03015000","03015002","2020-01-01","2025-01-01"
"590","03015000","03015003","2020-01-01","2025-01-01"
"591","03015000","03015004","2020-01-01","2025-01-01"
"592","03015000","03015005","2020-01-01","2025-01-01"
"593","03015000","03015006","2020-01-01","2025-01-01"
"594","03015000","03015007","2020-01-01","2025-01-01"
"595","03015000","03015008","2020-01-01","2025-01-01"
"596",NA,"03015100","2020-01-01","2025-01-01"
"597","03015100","03015101","2020-01-01","2025-01-01"
"598","03015100","03015102","2020-01-01","2025-01-01"
"599","03015100","03015103","2020-01-01","2025-01-01"
"600",NA,"03015200","2020-01-01","2025-01-01"
"601","03015200","03015201","2020-01-01","2025-01-01"
"602","03015200","03015202","2020-01-01","2025-01-01"
"603","03015200","03015203","2020-01-01","2025-01-01"
"604","03015200","03015204","2020-01-01","2025-01-01"
"605","03015200","03015206","2020-01-01","2025-01-01"
"606","03015200","03015207","2020-01-01","2025-01-01"
"607","03015200","03015208","2020-01-01","2025-01-01"
"608","03015200","03015209","2020-01-01","2025-01-01"
"609","03015200","03015210","2020-01-01","2025-01-01"
"610","03015200","03015211","2020-01-01","2025-01-01"
"611","03015200","03015212","2020-01-01","2025-01-01"
"612",NA,"03015300","2020-01-01","2025-01-01"
"613","03015300","03015301","2020-01-01","2025-01-01"
"614","03015300","03015302","2020-01-01","2025-01-01"
"615","03015300","03015303","2020-01-01","2025-01-01"
"616",NA,"03015400","2020-01-01","2025-01-01"
"617","03015400","03015401","2020-01-01","2025-01-01"
"618","03015400","03015402","2020-01-01","2025-01-01"
"619","03015400","03015403","2020-01-01","2025-01-01"
"620","03015400","03015405","2020-01-01","2025-01-01"
"621","03015400","03015406","2020-01-01","2025-01-01"
"622","03015400","03015407","2020-01-01","2025-01-01"
"623","03015400","03015408","2020-01-01","2025-01-01"
"624",NA,"03015500","2020-01-01","2025-01-01"
"625","03015500","03015501","2020-01-01","2025-01-01"
"626","03015500","03015502","2020-01-01","2025-01-01"
"627","03015500","03015503","2020-01-01","2025-01-01"
"628","03015500","03015504","2020-01-01","2025-01-01"
"629",NA,"03015600","2020-01-01","2025-01-01"
"630","03015600","03015601","2020-01-01","2025-01-01"
"631","03015600","03015602","2020-01-01","2025-01-01"
"632","03015600","03015603","2020-01-01","2025-01-01"
"633",NA,"03015700","2020-01-01","2025-01-01"
"634","03015700","03015701","2020-01-01","2025-01-01"
"635",NA,"03015800","2020-01-01","2025-01-01"
"636","03015800","03015801","2020-01-01","2025-01-01"
"637","03015800","03015802","2020-01-01","2025-01-01"
"638","03015800","03015803","2020-01-01","2025-01-01"
"639","03015800","03015804","2020-01-01","2025-01-01"
"640","03015800","03015805","2020-01-01","2025-01-01"
"641",NA,"03015900","2020-01-01","2025-01-01"
"642","03015900","03015901","2020-01-01","2025-01-01"
"643","03015900","03015902","2020-01-01","2025-01-01"
"644",NA,"03016000","2020-01-01","2025-01-01"
"645","03016000","03016001","2020-01-01","2025-01-01"
"646","03016000","03016002","2020-01-01","2025-01-01"
"647","03016000","03016003","2020-01-01","2025-01-01"
"648","03016000","03016004","2020-01-01","2025-01-01"
"649","03016000","03016005","2020-01-01","2025-01-01"
"650","03016000","03016006","2020-01-01","2025-01-01"
"651","03016000","03016007","2020-01-01","2025-01-01"
"652",NA,"03019900","2020-01-01","2025-01-01"
"653","03019900","03019999","2020-01-01","2025-01-01"
"654",NA,"11010100","2020-01-01","2025-01-01"
"655","11010100","11010101","2020-01-01","2025-01-01"
"656","11010100","11010102","2020-01-01","2025-01-01"
"657","11010100","11010103","2020-01-01","2025-01-01"
"658","11010100","11010104","2020-01-01","2025-01-01"
"659","11010100","11010105","2020-01-01","2025-01-01"
"660",NA,"11010200","2020-01-01","2025-01-01"
"661","11010200","11010201","2020-01-01","2025-01-01"
"662","11010200","11010202","2020-01-01","2025-01-01"
"663","11010200","11010203","2020-01-01","2025-01-01"
"664","11010200","11010204","2020-01-01","2025-01-01"
"665",NA,"11010300","2020-01-01","2025-01-01"
"666","11010300","11010301","2020-01-01","2025-01-01"
"667","11010300","11010302","2020-01-01","2025-01-01"
"668","11010300","11010303","2020-01-01","2025-01-01"
"669","11010300","11010304","2020-01-01","2025-01-01"
"670","11010300","11010305","2020-01-01","2025-01-01"
"671","11010300","11010306","2020-01-01","2025-01-01"
"672",NA,"11010400","2020-01-01","2025-01-01"
"673","11010400","11010401","2020-01-01","2025-01-01"
"674","11010400","11010402","2020-01-01","2025-01-01"
"675","11010400","11010403","2020-01-01","2025-01-01"
"676","11010400","11010404","2020-01-01","2025-01-01"
"677","11010400","11010405","2020-01-01","2025-01-01"
"678","11010400","11010406","2020-01-01","2025-01-01"
"679","11010400","11010407","2020-01-01","2025-01-01"
"680","11010400","11010408","2020-01-01","2025-01-01"
"681","11010400","11010409","2020-01-01","2025-01-01"
"682",NA,"11010500","2020-01-01","2025-01-01"
"683","11010500","11010501","2020-01-01","2025-01-01"
"684","11010500","11010502","2020-01-01","2025-01-01"
"685","11010500","11010503","2020-01-01","2025-01-01"
"686","11010500","11010504","2020-01-01","2025-01-01"
"687","11010500","11010505","2020-01-01","2025-01-01"
"688",NA,"11010600","2020-01-01","2025-01-01"
"689","11010600","11010601","2020-01-01","2025-01-01"
"690","11010600","11010602","2020-01-01","2025-01-01"
"691","11010600","11010603","2020-01-01","2025-01-01"
"692","11010600","11010604","2020-01-01","2025-01-01"
"693","11010600","11010605","2020-01-01","2025-01-01"
"694","11010600","11010606","2020-01-01","2025-01-01"
"695","11010600","11010607","2020-01-01","2025-01-01"
"696","11010600","11010608","2020-01-01","2025-01-01"
"697",NA,"11019900","2020-01-01","2025-01-01"
"698","11019900","11019999","2020-01-01","2025-01-01"
